"","FLF-a","FLF-b","FLF-c","iL3a-a","iL3a-b","iL3a-c","iL3-a","iL3-b","iL3-c","pfL1-a","pfL1-b","pfL1-c","ppL1-a","ppL1-b","ppL1-c","ppL3-a","ppL3-b","ppL3-c","PF-a","PF-b","PF-c","FLM-a","FLM-b","FLM-c"
"SSTP_0000384600",-6.81377679783683,-6.8465196080603,-6.8600508272181,-3.15083675604316,-3.02349913187786,-3.43344509047827,1.29616372161917,1.02434815597829,1.10861407404839,-6.75766308310898,-6.86549965944171,-4.35131677188429,-6.29442929041625,-6.82972956957047,-5.20304606624487,-6.61254412188366,-6.42150843926321,-6.64406724718253,-4.82291037055267,-4.90958246072987,-6.54968923285933,-6.08990463240377,-4.30520471248067,-6.01695355597791
"SSTP_0000384700",-5.23560054405918,-6.8465196080603,-6.8600508272181,2.14149221619822,1.78660901948856,2.26201474329894,-3.98706527052036,-2.72430214230312,-1.78173697514164,-6.75766308310898,-6.86549965944171,-6.66034967362898,-6.29442929041625,-6.82972956957047,-6.83383768153057,-6.61254412188366,-6.42150843926321,-6.64406724718253,4.81085940097258,4.78391040587412,4.67171324008843,-6.08990463240377,-5.88563199461029,-6.01695355597791
"SSTP_0000384800",4.66171187533638,4.67727125671706,4.35671020973779,-0.553173826557723,-0.611008639435863,-1.13200057031613,2.03393492464193,-2.71556819784742,-5.87578196192099,6.12741739646609,6.04171889067723,6.15770531860024,4.98706175745881,4.38240670199893,4.9499801270335,4.73949643820074,5.03204944570114,5.0495246801594,3.002607900827,2.83269639464273,2.80674857063335,4.28537979333385,3.60946148007153,3.91165793288865
"SSTP_0000384900",-6.81377679783683,-5.2605480116547,-0.802966351316465,-3.78204963271508,-2.24628057662897,-2.49782618738759,1.32342938390255,1.66274254250018,1.90358537892971,-1.8046463351808,-3.70627515579115,-3.20830277552926,-6.29442929041625,-5.23612081740997,-3.64035181674586,2.72670084080869,1.41491742199748,2.4174600439811,-4.82291037055267,-6.49337189932949,-6.54968923285933,8.61148167909675,9.51070676089608,9.32004576405038
"SSTP_0000385000",-4.49182248881147,-6.8465196080603,-5.27534040408392,-2.99186590806258,-2.8416269121908,-3.06318733495838,0.896628121438248,0.26623610272507,0.500911412309005,-3.29752515572073,-4.05804671606318,-6.66034967362898,-4.7092732637825,-5.24441684350615,-6.83383768153057,-2.91128799917124,-4.83623587136641,-4.32200762497655,-4.82291037055267,-6.49337189932949,-6.54968923285933,-4.50451219272466,-0.928289781998261,-2.314039628557
"SSTP_0000385100",-3.12320771211835,-2.7606213183102,-2.95993855361819,-1.75002911428707,-2.45517511862331,-2.01439196942203,-4.72361269284411,-2.72478452211791,-2.70112375872871,-3.58885193317479,-3.70334232122431,-5.07864926808648,-3.9656558028245,-6.82972956957047,-4.49882136269432,-3.14861814981104,-2.71612610831418,-2.92930545776312,1.29253392492622,1.1099572189742,0.947611036621595,-0.41978996161998,1.28952236209783,0.606284490997419
"SSTP_0000385200",-5.23661472824308,-6.8465196080603,-5.28047201387695,0.192004607585736,-1.81444906357208,-0.701060844385594,-2.85180054736681,-3.01478605765212,-3.06445124304574,-6.75766308310898,-6.86549965944171,-6.66034967362898,-4.70402929262473,-6.82972956957047,-5.2382397932742,-6.61254412188366,-6.42150843926321,-3.82370694050633,5.69236360411615,5.89065505996277,5.79897659252041,-2.18584449738473,0.929129658176496,-0.295853987536377
"SSTP_0000385300",-6.81377679783683,-5.25842716599169,-6.8600508272181,-4.07014441236652,-4.78091842705032,-4.33348379354242,-3.98833057706699,-3.37912209835752,-5.87578196192099,-6.75766308310898,-6.86549965944171,-6.66034967362898,-6.29442929041625,-6.82972956957047,-6.83383768153057,-4.28342802161416,-3.60337355858995,-6.64406724718253,1.02184297943576,1.07885247397423,1.00521472067465,-3.28348942019653,-0.536932533184093,-2.56471709408923
"SSTP_0000385400",-6.81377679783683,-4.52437326942204,-6.8600508272181,3.03394646302471,2.85504661295841,3.00916913954668,0.158495674420962,-0.70195102170114,0.190605173874884,-0.740578467870792,-1.75234139915129,-1.38829102560924,-1.52794052514928,-0.444262511490587,-2.90239868183171,1.98022655001858,0.823582923978002,2.09913298525875,2.89243089410067,3.19782249952807,3.35986331925382,-6.08990463240377,-3.57506979775544,-4.44116358521881
"SSTP_0000385500",4.48205772193108,4.38339715554593,4.41734169164668,6.44461795198696,6.4745493642489,6.54931128075809,7.39078507904117,6.9004428040488,6.72707565907561,5.87274874845045,5.10355430283807,5.20591913509722,4.28904666754345,5.24409674777961,5.16230254053203,5.15822759467628,5.02234411703018,4.95091875504438,5.30469788363075,5.63412133183204,5.74625674017791,4.84084410091761,5.27019243352665,4.7327202891984
"SSTP_0000385600",-4.50111215030238,-4.52627837412242,-4.54448187399549,1.44049278176676,1.21747797401603,1.60774930554153,2.49869697232344,1.2982598569333,1.73629201837745,-3.29984978722969,-2.48219325809521,-2.57811670305733,-3.4799788110556,-3.3640524963372,-4.0127128099467,-1.75025892294662,-2.95757429793409,-2.38165254252583,3.90821574089612,4.37001223034073,4.18025534384048,-2.63311193744957,-1.98372105374769,-2.56372359812858
"SSTP_0000385700",-4.02049527812535,-6.8465196080603,-4.0618782648145,0.69307823200064,0.260492239735941,0.493250894711061,10.1756664906369,9.32530300781572,8.82333442921896,-4.43826100920169,-2.02053718525968,-1.62531234789574,-4.70268339892806,-1.5337466822422,-3.11233044678003,-2.70058220091219,-4.83227204263118,-5.04454719761742,0.610826263676657,0.318842203925694,0.337320836633852,-3.77192223791698,-2.7251979215495,-6.01695355597791
"SSTP_0000385800",5.83116986764239,5.76515196903356,5.74556668684173,3.96168585359351,3.97647482159703,4.02906044975377,4.54516806054856,3.72895725795808,3.83218143173563,4.01745735323337,4.16947978653198,4.11747018771397,4.31372730504272,4.30452446150922,4.46257300169597,4.59734125051378,4.48864246463097,4.64443712153139,5.04224557416269,5.32811904483884,5.24969137028708,4.07744546292215,3.94302486479784,4.22445301173036
"SSTP_0000385900",2.37683722345189,2.63312360388732,2.57554619908237,7.2760757119483,7.22375466178244,7.22873141728762,7.23768713722393,7.59678242280077,7.61322972396912,5.9782467857642,5.62172283007748,5.61376872331427,5.26458775414192,5.51193898339117,5.3250995126695,3.68285763060204,4.00190036636116,3.70001744967627,3.28437208872694,3.40620988113801,3.42246251314848,4.05122285895494,4.06583570590664,3.72997599786715
"SSTP_0000386000",1.72200090344825,2.13830613722826,2.0131372115688,5.03092086591429,5.13270889629214,4.97074055903092,5.16702541397408,5.16703482336655,5.03056040144126,5.07419067093205,4.86832279506356,4.89388188678216,3.63627529764021,4.57157827601987,4.41229255480937,3.88973021919498,4.0782868055978,3.91269888535775,0.306654422431812,0.666994629789939,1.15727913511367,2.96839865660943,2.79362045764426,2.7574583612282
"SSTP_0000386100",-1.95831881779406,-1.56275751548667,-2.21860864875336,-0.00249239587586886,0.202630897228448,-0.207371514451675,2.41945730214602,1.96588251301078,2.25010386814111,-1.89996028766564,-2.47545629243685,-2.57344646450326,-3.4862853069891,-2.07386835177941,-1.97396870387524,0.789023866053004,-0.271261195513942,0.300562091839939,-2.01379916564112,-3.32434578011757,-2.63972815194196,3.59751114979253,4.22017059591209,3.98754225282707
"SSTP_0000386200",-4.49073780283166,-4.03985484355448,-3.15924810431774,-2.71656225301431,-2.69619303328746,-2.02379451728557,7.83525959748527,8.23821858517305,8.14498196490147,-4.43549214414784,-4.05717945977748,-1.16702454660689,-3.12640630579583,-3.37187799956607,-2.93034667925512,-1.75548352437111,-2.17498880249305,-2.12422044768784,-3.23806603972562,-3.32262947287073,-4.96564634967841,1.73724904553105,2.13506322603036,1.70779290349717
"SSTP_0000386300",-5.22902341316947,-5.2629902682876,-6.8600508272181,-0.583196197936096,-0.4606995297803,-0.259145951175229,-2.39716891368561,-3.85551662642025,-2.70698652740423,-5.17337629085941,-6.86549965944171,-6.66034967362898,-3.1272137253247,-6.82972956957047,-5.25168652061306,-5.02890290236561,-3.61629045838231,-3.84053315386629,1.242026861042,1.78685921873949,1.7196774552497,-6.08990463240377,-5.88563199461029,-6.01695355597791
"SSTP_0000386600",5.6064545880962,5.34404049764711,5.32043736364824,4.43342424514942,4.38640755901316,4.4621684142753,3.26912862260402,4.0736837749571,3.99586614613464,4.50201499381597,4.74186399179524,4.73200440013179,5.08792595643989,5.03580963821433,4.9021071290035,5.14264330374857,5.16450094891441,4.99184584639969,5.37614499320882,5.4716099985882,5.48506763272172,5.38963668247897,5.65384764256985,5.80379628822819
